period,originName,destinationId,gradeId,gradeName,quantity,quantity-units,originCode,originLat,originLon
2024-11-01,Colombia,US,HSO,Heavy Sour,7627,thousand barrels,CO,4.570868,-74.297333
2024-11-01,Colombia,US,MED,Medium,300,thousand barrels,CO,4.570868,-74.297333
2024-11-01,Ecuador,US,HSO,Heavy Sour,5047,thousand barrels,EC,-1.831239,-78.183406
2024-11-01,Ghana,US,MED,Medium,897,thousand barrels,GH,7.946527,-1.023194
2024-11-01,Guyana,US,MED,Medium,3102,thousand barrels,GY,4.860416,-58.93018
2024-11-01,Iraq,US,HSO,Heavy Sour,2392,thousand barrels,IQ,33.223191,43.679291
2024-11-01,Iraq,US,MED,Medium,4326,thousand barrels,IQ,33.223191,43.679291
2024-11-01,Kazakhstan,US,LSO,Light Sour,1138,thousand barrels,KZ,48.019573,66.923684
2024-11-01,Kuwait,US,HSO,Heavy Sour,588,thousand barrels,KW,29.31166,47.481766
2024-11-01,Libya,US,LSW,Light Sweet,2026,thousand barrels,LY,26.3351,17.228331
2024-11-01,Mexico,US,HSO,Heavy Sour,9739,thousand barrels,MX,23.634501,-102.552784
2024-11-01,Mexico,US,LSO,Light Sour,3447,thousand barrels,MX,23.634501,-102.552784
2024-11-01,Mexico,US,MED,Medium,390,thousand barrels,MX,23.634501,-102.552784
2024-11-01,Nigeria,US,LSW,Light Sweet,1998,thousand barrels,NG,9.081999,8.675277
2024-11-01,Nigeria,US,MED,Medium,924,thousand barrels,NG,9.081999,8.675277
2024-11-01,Saudi Arabia,US,HSO,Heavy Sour,156,thousand barrels,SA,23.885942,45.079162
2024-11-01,Saudi Arabia,US,MED,Medium,6931,thousand barrels,SA,23.885942,45.079162
2024-11-01,Trinidad and Tobago,US,HSO,Heavy Sour,1589,thousand barrels,TT,10.691803,-61.222503
2024-11-01,Trinidad and Tobago,US,LSW,Light Sweet,379,thousand barrels,TT,10.691803,-61.222503
2024-11-01,United Arab Emirates,US,LSO,Light Sour,2069,thousand barrels,AE,23.424076,53.847818
2024-11-01,United Kingdom,US,HSW,Heavy Sweet,968,thousand barrels,GB,55.378051,-3.435973
2024-11-01,United Kingdom,US,LSW,Light Sweet,616,thousand barrels,GB,55.378051,-3.435973
2024-11-01,Venezuela,US,HSO,Heavy Sour,6997,thousand barrels,VE,6.42375,-66.58973
2024-10-01,Algeria,US,LSW,Light Sweet,548,thousand barrels,DZ,28.033886,1.659626
2024-10-01,Angola,US,HSO,Heavy Sour,685,thousand barrels,AO,-11.202692,17.873887
2024-10-01,Angola,US,LSW,Light Sweet,4,thousand barrels,AO,-11.202692,17.873887
2024-10-01,Angola,US,MED,Medium,648,thousand barrels,AO,-11.202692,17.873887
2024-10-01,Argentina,US,HSW,Heavy Sweet,439,thousand barrels,AR,-38.416097,-63.616672
2024-10-01,Argentina,US,LSW,Light Sweet,1656,thousand barrels,AR,-38.416097,-63.616672
2024-10-01,Brazil,US,HSO,Heavy Sour,926,thousand barrels,BR,-14.235004,-51.92528
2024-10-01,Brazil,US,HSW,Heavy Sweet,369,thousand barrels,BR,-14.235004,-51.92528
2024-10-01,Brazil,US,MED,Medium,4818,thousand barrels,BR,-14.235004,-51.92528
2024-10-01,Canada,US,HSO,Heavy Sour,90509,thousand barrels,CA,56.130366,-106.346771
2024-10-01,Canada,US,HSW,Heavy Sweet,426,thousand barrels,CA,56.130366,-106.346771
2024-10-01,Canada,US,LSO,Light Sour,3461,thousand barrels,CA,56.130366,-106.346771
2024-10-01,Canada,US,LSW,Light Sweet,2603,thousand barrels,CA,56.130366,-106.346771
2024-10-01,Canada,US,MED,Medium,26392,thousand barrels,CA,56.130366,-106.346771
2024-10-01,Colombia,US,HSO,Heavy Sour,6565,thousand barrels,CO,4.570868,-74.297333
2024-10-01,Colombia,US,MED,Medium,124,thousand barrels,CO,4.570868,-74.297333
2024-10-01,Ecuador,US,HSO,Heavy Sour,3585,thousand barrels,EC,-1.831239,-78.183406
2024-10-01,Gabon,US,MED,Medium,649,thousand barrels,GA,-0.803689,11.609444
2024-10-01,Ghana,US,MED,Medium,543,thousand barrels,GH,7.946527,-1.023194
2024-10-01,Guyana,US,MED,Medium,4373,thousand barrels,GY,4.860416,-58.93018
2024-10-01,Iraq,US,HSO,Heavy Sour,489,thousand barrels,IQ,33.223191,43.679291
2024-10-01,Iraq,US,MED,Medium,4701,thousand barrels,IQ,33.223191,43.679291
2024-10-01,Kazakhstan,US,LSO,Light Sour,697,thousand barrels,KZ,48.019573,66.923684
2024-10-01,Kuwait,US,HSO,Heavy Sour,633,thousand barrels,KW,29.31166,47.481766
2024-10-01,Libya,US,LSW,Light Sweet,3362,thousand barrels,LY,26.3351,17.228331
2024-10-01,Mexico,US,HSO,Heavy Sour,5652,thousand barrels,MX,23.634501,-102.552784
2024-10-01,Mexico,US,LSO,Light Sour,2104,thousand barrels,MX,23.634501,-102.552784
2024-10-01,Mexico,US,LSW,Light Sweet,648,thousand barrels,MX,23.634501,-102.552784
2024-10-01,Mexico,US,MED,Medium,3451,thousand barrels,MX,23.634501,-102.552784
2024-10-01,Nigeria,US,LSW,Light Sweet,3384,thousand barrels,NG,9.081999,8.675277
2024-10-01,Nigeria,US,MED,Medium,1732,thousand barrels,NG,9.081999,8.675277
2024-10-01,Saudi Arabia,US,HSO,Heavy Sour,90,thousand barrels,SA,23.885942,45.079162
2024-10-01,Saudi Arabia,US,MED,Medium,5257,thousand barrels,SA,23.885942,45.079162
2024-10-01,Trinidad and Tobago,US,HSO,Heavy Sour,873,thousand barrels,TT,10.691803,-61.222503
2024-10-01,Trinidad and Tobago,US,LSW,Light Sweet,748,thousand barrels,TT,10.691803,-61.222503
2024-10-01,United Arab Emirates,US,LSO,Light Sour,1948,thousand barrels,AE,23.424076,53.847818
2024-10-01,United Kingdom,US,HSO,Heavy Sour,1022,thousand barrels,GB,55.378051,-3.435973
2024-10-01,United Kingdom,US,LSO,Light Sour,694,thousand barrels,GB,55.378051,-3.435973
2024-10-01,United Kingdom,US,LSW,Light Sweet,954,thousand barrels,GB,55.378051,-3.435973
2024-10-01,Venezuela,US,HSO,Heavy Sour,9136,thousand barrels,VE,6.42375,-66.58973
2024-09-01,Algeria,US,LSW,Light Sweet,610,thousand barrels,DZ,28.033886,1.659626
2024-09-01,Angola,US,HSO,Heavy Sour,951,thousand barrels,AO,-11.202692,17.873887
2024-09-01,Angola,US,HSW,Heavy Sweet,305,thousand barrels,AO,-11.202692,17.873887
2024-09-01,Angola,US,LSW,Light Sweet,371,thousand barrels,AO,-11.202692,17.873887
2024-09-01,Angola,US,MED,Medium,1186,thousand barrels,AO,-11.202692,17.873887
2024-09-01,Argentina,US,HSW,Heavy Sweet,854,thousand barrels,AR,-38.416097,-63.616672
2024-09-01,Argentina,US,LSW,Light Sweet,679,thousand barrels,AR,-38.416097,-63.616672
2024-09-01,Brazil,US,HSO,Heavy Sour,1436,thousand barrels,BR,-14.235004,-51.92528
2024-09-01,Brazil,US,HSW,Heavy Sweet,410,thousand barrels,BR,-14.235004,-51.92528
2024-09-01,Brazil,US,LSW,Light Sweet,492,thousand barrels,BR,-14.235004,-51.92528
2024-09-01,Brazil,US,MED,Medium,1843,thousand barrels,BR,-14.235004,-51.92528
2024-09-01,Canada,US,HSO,Heavy Sour,86127,thousand barrels,CA,56.130366,-106.346771
2024-09-01,Canada,US,HSW,Heavy Sweet,1153,thousand barrels,CA,56.130366,-106.346771
2024-09-01,Canada,US,LSO,Light Sour,5223,thousand barrels,CA,56.130366,-106.346771
2024-09-01,Canada,US,LSW,Light Sweet,5536,thousand barrels,CA,56.130366,-106.346771
2024-09-01,Canada,US,MED,Medium,22307,thousand barrels,CA,56.130366,-106.346771
2024-09-01,Colombia,US,HSO,Heavy Sour,5562,thousand barrels,CO,4.570868,-74.297333
2024-09-01,Colombia,US,MED,Medium,767,thousand barrels,CO,4.570868,-74.297333
2024-09-01,Ecuador,US,HSO,Heavy Sour,3410,thousand barrels,EC,-1.831239,-78.183406
2024-09-01,Ghana,US,MED,Medium,79,thousand barrels,GH,7.946527,-1.023194
2024-09-01,Guyana,US,MED,Medium,4320,thousand barrels,GY,4.860416,-58.93018
2024-09-01,Iraq,US,MED,Medium,6803,thousand barrels,IQ,33.223191,43.679291
2024-09-01,Kazakhstan,US,LSO,Light Sour,1461,thousand barrels,KZ,48.019573,66.923684
2024-09-01,Kuwait,US,HSO,Heavy Sour,850,thousand barrels,KW,29.31166,47.481766
2024-09-01,Libya,US,LSW,Light Sweet,732,thousand barrels,LY,26.3351,17.228331
2024-09-01,Mexico,US,HSO,Heavy Sour,9273,thousand barrels,MX,23.634501,-102.552784
2024-09-01,Mexico,US,LSO,Light Sour,1467,thousand barrels,MX,23.634501,-102.552784
2024-09-01,Mexico,US,LSW,Light Sweet,226,thousand barrels,MX,23.634501,-102.552784
2024-09-01,Mexico,US,MED,Medium,3048,thousand barrels,MX,23.634501,-102.552784
2024-09-01,Nigeria,US,LSW,Light Sweet,4027,thousand barrels,NG,9.081999,8.675277
2024-09-01,Nigeria,US,MED,Medium,1006,thousand barrels,NG,9.081999,8.675277
2024-09-01,Norway,US,HSO,Heavy Sour,439,thousand barrels,NO,60.472024,8.468946
2024-09-01,Peru,US,HSO,Heavy Sour,316,thousand barrels,PE,-9.189967,-75.015152
2024-09-01,Saudi Arabia,US,HSO,Heavy Sour,199,thousand barrels,SA,23.885942,45.079162
2024-09-01,Saudi Arabia,US,MED,Medium,8773,thousand barrels,SA,23.885942,45.079162
2024-09-01,Trinidad and Tobago,US,HSO,Heavy Sour,1023,thousand barrels,TT,10.691803,-61.222503
2024-09-01,Trinidad and Tobago,US,LSO,Light Sour,38,thousand barrels,TT,10.691803,-61.222503
2024-09-01,Trinidad and Tobago,US,LSW,Light Sweet,384,thousand barrels,TT,10.691803,-61.222503
2024-09-01,United Arab Emirates,US,LSO,Light Sour,1030,thousand barrels,AE,23.424076,53.847818
2024-09-01,United Kingdom,US,HSO,Heavy Sour,694,thousand barrels,GB,55.378051,-3.435973
2024-09-01,United Kingdom,US,LSW,Light Sweet,1558,thousand barrels,GB,55.378051,-3.435973
2024-09-01,United Kingdom,US,MED,Medium,512,thousand barrels,GB,55.378051,-3.435973
2024-09-01,Venezuela,US,HSO,Heavy Sour,6151,thousand barrels,VE,6.42375,-66.58973
2024-08-01,Algeria,US,LSW,Light Sweet,98,thousand barrels,DZ,28.033886,1.659626
2024-08-01,Angola,US,HSO,Heavy Sour,950,thousand barrels,AO,-11.202692,17.873887
2024-08-01,Angola,US,HSW,Heavy Sweet,684,thousand barrels,AO,-11.202692,17.873887
2024-08-01,Angola,US,LSW,Light Sweet,600,thousand barrels,AO,-11.202692,17.873887
2024-08-01,Angola,US,MED,Medium,1182,thousand barrels,AO,-11.202692,17.873887
2024-08-01,Argentina,US,LSW,Light Sweet,2648,thousand barrels,AR,-38.416097,-63.616672
2024-08-01,Brazil,US,HSO,Heavy Sour,2543,thousand barrels,BR,-14.235004,-51.92528
2024-08-01,Brazil,US,MED,Medium,5490,thousand barrels,BR,-14.235004,-51.92528
2024-08-01,Canada,US,HSO,Heavy Sour,83866,thousand barrels,CA,56.130366,-106.346771
2024-08-01,Canada,US,HSW,Heavy Sweet,1319,thousand barrels,CA,56.130366,-106.346771
2024-08-01,Canada,US,LSO,Light Sour,5042,thousand barrels,CA,56.130366,-106.346771
2024-08-01,Canada,US,LSW,Light Sweet,2403,thousand barrels,CA,56.130366,-106.346771
2024-08-01,Canada,US,MED,Medium,25735,thousand barrels,CA,56.130366,-106.346771
2024-08-01,Colombia,US,HSO,Heavy Sour,4939,thousand barrels,CO,4.570868,-74.297333
2024-08-01,Colombia,US,MED,Medium,500,thousand barrels,CO,4.570868,-74.297333
2024-08-01,Ecuador,US,HSO,Heavy Sour,3541,thousand barrels,EC,-1.831239,-78.183406
2024-08-01,Ghana,US,MED,Medium,903,thousand barrels,GH,7.946527,-1.023194
2024-08-01,Guatemala,US,HSO,Heavy Sour,280,thousand barrels,GT,15.783471,-90.230759
2024-08-01,Guyana,US,MED,Medium,4504,thousand barrels,GY,4.860416,-58.93018
2024-08-01,Iraq,US,HSO,Heavy Sour,1498,thousand barrels,IQ,33.223191,43.679291
2024-08-01,Iraq,US,HSW,Heavy Sweet,170,thousand barrels,IQ,33.223191,43.679291
2024-08-01,Iraq,US,MED,Medium,4527,thousand barrels,IQ,33.223191,43.679291
2024-08-01,Kazakhstan,US,LSO,Light Sour,1074,thousand barrels,KZ,48.019573,66.923684
2024-08-01,Kuwait,US,HSO,Heavy Sour,1330,thousand barrels,KW,29.31166,47.481766
2024-08-01,Libya,US,LSW,Light Sweet,2843,thousand barrels,LY,26.3351,17.228331
2024-08-01,Mexico,US,HSO,Heavy Sour,8289,thousand barrels,MX,23.634501,-102.552784
2024-08-01,Mexico,US,LSO,Light Sour,2561,thousand barrels,MX,23.634501,-102.552784
2024-08-01,Mexico,US,MED,Medium,3202,thousand barrels,MX,23.634501,-102.552784
2024-08-01,Nigeria,US,LSW,Light Sweet,2843,thousand barrels,NG,9.081999,8.675277
2024-08-01,Nigeria,US,MED,Medium,1719,thousand barrels,NG,9.081999,8.675277
2024-08-01,Norway,US,MED,Medium,15,thousand barrels,NO,60.472024,8.468946
2024-08-01,Saudi Arabia,US,HSO,Heavy Sour,639,thousand barrels,SA,23.885942,45.079162
2024-08-01,Saudi Arabia,US,MED,Medium,6651,thousand barrels,SA,23.885942,45.079162
2024-08-01,Trinidad and Tobago,US,HSO,Heavy Sour,1222,thousand barrels,TT,10.691803,-61.222503
2024-08-01,United Arab Emirates,US,LSO,Light Sour,1000,thousand barrels,AE,23.424076,53.847818
2024-08-01,United Kingdom,US,LSW,Light Sweet,1093,thousand barrels,GB,55.378051,-3.435973
2024-08-01,Venezuela,US,HSO,Heavy Sour,8100,thousand barrels,VE,6.42375,-66.58973
2024-07-01,Algeria,US,LSW,Light Sweet,412,thousand barrels,DZ,28.033886,1.659626
2024-07-01,Angola,US,MED,Medium,1185,thousand barrels,AO,-11.202692,17.873887
2024-07-01,Argentina,US,HSW,Heavy Sweet,1024,thousand barrels,AR,-38.416097,-63.616672
2024-07-01,Argentina,US,LSW,Light Sweet,1267,thousand barrels,AR,-38.416097,-63.616672
2024-07-01,Brazil,US,HSO,Heavy Sour,1424,thousand barrels,BR,-14.235004,-51.92528
2024-07-01,Brazil,US,MED,Medium,6443,thousand barrels,BR,-14.235004,-51.92528
2024-07-01,Canada,US,HSO,Heavy Sour,98781,thousand barrels,CA,56.130366,-106.346771
2024-07-01,Canada,US,HSW,Heavy Sweet,681,thousand barrels,CA,56.130366,-106.346771
2024-07-01,Canada,US,LSO,Light Sour,5652,thousand barrels,CA,56.130366,-106.346771
2024-07-01,Canada,US,LSW,Light Sweet,3727,thousand barrels,CA,56.130366,-106.346771
2024-07-01,Canada,US,MED,Medium,26513,thousand barrels,CA,56.130366,-106.346771
2024-07-01,Colombia,US,HSO,Heavy Sour,4377,thousand barrels,CO,4.570868,-74.297333
2024-07-01,Colombia,US,MED,Medium,2116,thousand barrels,CO,4.570868,-74.297333
2024-07-01,Ecuador,US,HSO,Heavy Sour,5229,thousand barrels,EC,-1.831239,-78.183406
2024-07-01,Ghana,US,MED,Medium,935,thousand barrels,GH,7.946527,-1.023194
2024-07-01,Guyana,US,MED,Medium,7996,thousand barrels,GY,4.860416,-58.93018
2024-07-01,Iraq,US,HSO,Heavy Sour,696,thousand barrels,IQ,33.223191,43.679291
2024-07-01,Iraq,US,MED,Medium,5559,thousand barrels,IQ,33.223191,43.679291
2024-07-01,Kazakhstan,US,LSO,Light Sour,1252,thousand barrels,KZ,48.019573,66.923684
2024-07-01,Kuwait,US,HSO,Heavy Sour,725,thousand barrels,KW,29.31166,47.481766
2024-07-01,Libya,US,LSW,Light Sweet,2848,thousand barrels,LY,26.3351,17.228331
2024-07-01,Mexico,US,HSO,Heavy Sour,8607,thousand barrels,MX,23.634501,-102.552784
2024-07-01,Mexico,US,LSO,Light Sour,988,thousand barrels,MX,23.634501,-102.552784
2024-07-01,Mexico,US,MED,Medium,3177,thousand barrels,MX,23.634501,-102.552784
2024-07-01,Nigeria,US,HSW,Heavy Sweet,544,thousand barrels,NG,9.081999,8.675277
2024-07-01,Nigeria,US,LSO,Light Sour,950,thousand barrels,NG,9.081999,8.675277
2024-07-01,Nigeria,US,LSW,Light Sweet,1939,thousand barrels,NG,9.081999,8.675277
2024-07-01,Nigeria,US,MED,Medium,2989,thousand barrels,NG,9.081999,8.675277
2024-07-01,Norway,US,MED,Medium,292,thousand barrels,NO,60.472024,8.468946
2024-07-01,Saudi Arabia,US,MED,Medium,8691,thousand barrels,SA,23.885942,45.079162
2024-07-01,Trinidad and Tobago,US,HSO,Heavy Sour,305,thousand barrels,TT,10.691803,-61.222503
2024-07-01,Trinidad and Tobago,US,LSW,Light Sweet,377,thousand barrels,TT,10.691803,-61.222503
2024-07-01,Trinidad and Tobago,US,MED,Medium,1093,thousand barrels,TT,10.691803,-61.222503
2024-07-01,United Arab Emirates,US,MED,Medium,1023,thousand barrels,AE,23.424076,53.847818
2024-07-01,United Kingdom,US,HSO,Heavy Sour,802,thousand barrels,GB,55.378051,-3.435973
2024-07-01,United Kingdom,US,LSW,Light Sweet,400,thousand barrels,GB,55.378051,-3.435973
2024-07-01,Venezuela,US,HSO,Heavy Sour,9539,thousand barrels,VE,6.42375,-66.58973
2024-06-01,Algeria,US,LSW,Light Sweet,1792,thousand barrels,DZ,28.033886,1.659626
2024-06-01,Angola,US,MED,Medium,554,thousand barrels,AO,-11.202692,17.873887
2024-06-01,Argentina,US,LSW,Light Sweet,1302,thousand barrels,AR,-38.416097,-63.616672
2024-06-01,Brazil,US,HSO,Heavy Sour,1003,thousand barrels,BR,-14.235004,-51.92528
2024-06-01,Brazil,US,MED,Medium,4430,thousand barrels,BR,-14.235004,-51.92528
2024-06-01,Canada,US,HSO,Heavy Sour,85550,thousand barrels,CA,56.130366,-106.346771
2024-06-01,Canada,US,HSW,Heavy Sweet,228,thousand barrels,CA,56.130366,-106.346771
2024-06-01,Canada,US,LSO,Light Sour,5898,thousand barrels,CA,56.130366,-106.346771
2024-06-01,Canada,US,LSW,Light Sweet,6368,thousand barrels,CA,56.130366,-106.346771
2024-06-01,Canada,US,MED,Medium,21155,thousand barrels,CA,56.130366,-106.346771
2024-06-01,Chad,US,MED,Medium,189,thousand barrels,TD,15.454166,18.732207
2024-06-01,Colombia,US,HSO,Heavy Sour,5007,thousand barrels,CO,4.570868,-74.297333
2024-06-01,Colombia,US,MED,Medium,592,thousand barrels,CO,4.570868,-74.297333
2024-06-01,Ecuador,US,HSO,Heavy Sour,4576,thousand barrels,EC,-1.831239,-78.183406
2024-06-01,Gabon,US,MED,Medium,652,thousand barrels,GA,-0.803689,11.609444
2024-06-01,Ghana,US,MED,Medium,27,thousand barrels,GH,7.946527,-1.023194
2024-06-01,Guyana,US,MED,Medium,8794,thousand barrels,GY,4.860416,-58.93018
2024-06-01,Iraq,US,HSO,Heavy Sour,388,thousand barrels,IQ,33.223191,43.679291
2024-06-01,Iraq,US,MED,Medium,5669,thousand barrels,IQ,33.223191,43.679291
2024-06-01,Kazakhstan,US,LSO,Light Sour,1752,thousand barrels,KZ,48.019573,66.923684
2024-06-01,Kuwait,US,HSO,Heavy Sour,692,thousand barrels,KW,29.31166,47.481766
2024-06-01,Libya,US,LSW,Light Sweet,1229,thousand barrels,LY,26.3351,17.228331
2024-06-01,Mexico,US,HSO,Heavy Sour,11714,thousand barrels,MX,23.634501,-102.552784
2024-06-01,Mexico,US,LSO,Light Sour,2358,thousand barrels,MX,23.634501,-102.552784
2024-06-01,Mexico,US,MED,Medium,3120,thousand barrels,MX,23.634501,-102.552784
2024-06-01,Nigeria,US,LSW,Light Sweet,624,thousand barrels,NG,9.081999,8.675277
2024-06-01,Nigeria,US,MED,Medium,2893,thousand barrels,NG,9.081999,8.675277
2024-06-01,Norway,US,MED,Medium,451,thousand barrels,NO,60.472024,8.468946
2024-06-01,Peru,US,HSO,Heavy Sour,352,thousand barrels,PE,-9.189967,-75.015152
2024-06-01,Saudi Arabia,US,HSO,Heavy Sour,100,thousand barrels,SA,23.885942,45.079162
2024-06-01,Saudi Arabia,US,LSO,Light Sour,197,thousand barrels,SA,23.885942,45.079162
2024-06-01,Saudi Arabia,US,MED,Medium,7902,thousand barrels,SA,23.885942,45.079162
2024-06-01,Trinidad and Tobago,US,HSO,Heavy Sour,2230,thousand barrels,TT,10.691803,-61.222503
2024-06-01,United Arab Emirates,US,LSO,Light Sour,1697,thousand barrels,AE,23.424076,53.847818
2024-06-01,United Arab Emirates,US,MED,Medium,298,thousand barrels,AE,23.424076,53.847818
2024-06-01,United Kingdom,US,LSW,Light Sweet,1919,thousand barrels,GB,55.378051,-3.435973
2024-06-01,Venezuela,US,HSO,Heavy Sour,6783,thousand barrels,VE,6.42375,-66.58973
2024-05-01,Algeria,US,LSW,Light Sweet,376,thousand barrels,DZ,28.033886,1.659626
2024-05-01,Angola,US,HSO,Heavy Sour,952,thousand barrels,AO,-11.202692,17.873887
2024-05-01,Angola,US,LSW,Light Sweet,29,thousand barrels,AO,-11.202692,17.873887
2024-05-01,Angola,US,MED,Medium,215,thousand barrels,AO,-11.202692,17.873887
2024-05-01,Argentina,US,HSW,Heavy Sweet,1103,thousand barrels,AR,-38.416097,-63.616672
2024-05-01,Argentina,US,LSW,Light Sweet,1968,thousand barrels,AR,-38.416097,-63.616672
2024-05-01,Argentina,US,MED,Medium,564,thousand barrels,AR,-38.416097,-63.616672
2024-05-01,Brazil,US,HSO,Heavy Sour,1580,thousand barrels,BR,-14.235004,-51.92528
2024-05-01,Brazil,US,HSW,Heavy Sweet,489,thousand barrels,BR,-14.235004,-51.92528
2024-05-01,Brazil,US,LSW,Light Sweet,344,thousand barrels,BR,-14.235004,-51.92528
2024-05-01,Brazil,US,MED,Medium,5428,thousand barrels,BR,-14.235004,-51.92528
2024-05-01,Cameroon,US,MED,Medium,300,thousand barrels,CM,7.369722,12.354722
2024-05-01,Canada,US,HSO,Heavy Sour,97283,thousand barrels,CA,56.130366,-106.346771
2024-05-01,Canada,US,HSW,Heavy Sweet,496,thousand barrels,CA,56.130366,-106.346771
2024-05-01,Canada,US,LSO,Light Sour,5403,thousand barrels,CA,56.130366,-106.346771
2024-05-01,Canada,US,LSW,Light Sweet,2902,thousand barrels,CA,56.130366,-106.346771
2024-05-01,Canada,US,MED,Medium,24088,thousand barrels,CA,56.130366,-106.346771
2024-05-01,Colombia,US,HSO,Heavy Sour,7283,thousand barrels,CO,4.570868,-74.297333
2024-05-01,Colombia,US,MED,Medium,217,thousand barrels,CO,4.570868,-74.297333
2024-05-01,Ecuador,US,HSO,Heavy Sour,5798,thousand barrels,EC,-1.831239,-78.183406
2024-05-01,Gabon,US,HSO,Heavy Sour,136,thousand barrels,GA,-0.803689,11.609444
2024-05-01,Ghana,US,MED,Medium,920,thousand barrels,GH,7.946527,-1.023194
2024-05-01,Guatemala,US,HSO,Heavy Sour,276,thousand barrels,GT,15.783471,-90.230759
2024-05-01,Guyana,US,MED,Medium,6321,thousand barrels,GY,4.860416,-58.93018
2024-05-01,Iraq,US,HSO,Heavy Sour,588,thousand barrels,IQ,33.223191,43.679291
2024-05-01,Iraq,US,MED,Medium,6189,thousand barrels,IQ,33.223191,43.679291
2024-05-01,Kazakhstan,US,LSO,Light Sour,544,thousand barrels,KZ,48.019573,66.923684
2024-05-01,Kuwait,US,HSO,Heavy Sour,481,thousand barrels,KW,29.31166,47.481766
2024-05-01,Libya,US,LSW,Light Sweet,4099,thousand barrels,LY,26.3351,17.228331
2024-05-01,Mexico,US,HSO,Heavy Sour,9983,thousand barrels,MX,23.634501,-102.552784
2024-05-01,Mexico,US,LSO,Light Sour,2396,thousand barrels,MX,23.634501,-102.552784
2024-05-01,Mexico,US,MED,Medium,3013,thousand barrels,MX,23.634501,-102.552784
2024-05-01,Nigeria,US,LSW,Light Sweet,2675,thousand barrels,NG,9.081999,8.675277
2024-05-01,Nigeria,US,MED,Medium,1303,thousand barrels,NG,9.081999,8.675277
2024-05-01,Norway,US,HSO,Heavy Sour,401,thousand barrels,NO,60.472024,8.468946
2024-05-01,Norway,US,MED,Medium,994,thousand barrels,NO,60.472024,8.468946
2024-05-01,Saudi Arabia,US,HSO,Heavy Sour,240,thousand barrels,SA,23.885942,45.079162
2024-05-01,Saudi Arabia,US,MED,Medium,10932,thousand barrels,SA,23.885942,45.079162
2024-05-01,Trinidad and Tobago,US,HSO,Heavy Sour,323,thousand barrels,TT,10.691803,-61.222503
2024-05-01,United Arab Emirates,US,LSO,Light Sour,1110,thousand barrels,AE,23.424076,53.847818
2024-05-01,United Kingdom,US,HSO,Heavy Sour,403,thousand barrels,GB,55.378051,-3.435973
2024-05-01,United Kingdom,US,HSW,Heavy Sweet,629,thousand barrels,GB,55.378051,-3.435973
